,customer_id,signup_date,true_lifetime_days
2681,C02681,2025-09-08,30
2682,C02682,2025-09-18,311
2683,C02683,2025-02-12,45
2684,C02684,2025-10-05,97
2685,C02685,2025-07-18,255
2686,C02686,2025-08-26,168
2687,C02687,2025-05-25,113
2688,C02688,2025-04-04,133
2689,C02689,2025-01-18,278
2690,C02690,2025-10-15,100
2691,C02691,2025-11-01,289
2692,C02692,2025-03-01,36
2693,C02693,2025-11-13,235
2694,C02694,2025-07-02,274
2695,C02695,2025-09-26,61
2696,C02696,2025-05-03,122
2697,C02697,2025-07-13,57
2698,C02698,2025-04-15,206
2699,C02699,2025-05-04,150
2700,C02700,2025-09-15,181
2701,C02701,2025-05-03,65
2702,C02702,2025-08-09,69
2703,C02703,2025-09-02,30
2704,C02704,2025-03-08,95
2705,C02705,2025-06-18,157
2706,C02706,2025-10-06,281
2707,C02707,2025-02-22,191
2708,C02708,2025-11-07,123
2709,C02709,2025-09-28,365
2710,C02710,2025-03-30,211
2711,C02711,2025-03-24,345
2712,C02712,2025-10-20,148
2713,C02713,2025-08-28,80
2714,C02714,2025-10-22,30
2715,C02715,2025-04-20,213
2716,C02716,2025-03-16,46
2717,C02717,2025-06-19,91
2718,C02718,2025-02-27,149
2719,C02719,2025-09-05,159
2720,C02720,2025-06-08,169
2721,C02721,2025-05-20,57
2722,C02722,2025-01-30,109
2723,C02723,2025-03-11,175
2724,C02724,2025-03-10,365
2725,C02725,2025-09-20,214
2726,C02726,2025-11-25,336
2727,C02727,2025-02-09,229
2728,C02728,2025-06-22,167
2729,C02729,2025-09-09,64
2730,C02730,2025-09-22,191
2731,C02731,2025-10-09,177
2732,C02732,2025-10-17,170
2733,C02733,2025-04-09,138
2734,C02734,2025-08-21,148
2735,C02735,2025-05-07,98
2736,C02736,2025-10-22,146
2737,C02737,2025-01-21,65
2738,C02738,2025-03-10,249
2739,C02739,2025-03-15,62
2740,C02740,2025-03-19,35
2741,C02741,2025-02-23,124
2742,C02742,2025-08-11,188
2743,C02743,2025-10-24,124
2744,C02744,2025-04-27,84
2745,C02745,2025-07-27,157
2746,C02746,2025-11-25,101
2747,C02747,2025-08-24,349
2748,C02748,2025-06-10,336
2749,C02749,2025-08-18,141
2750,C02750,2025-08-24,97
2751,C02751,2025-03-18,218
2752,C02752,2025-04-01,30
2753,C02753,2025-03-03,134
2754,C02754,2025-11-01,99
2755,C02755,2025-07-19,334
2756,C02756,2025-11-21,30
2757,C02757,2025-02-04,155
2758,C02758,2025-11-17,219
2759,C02759,2025-07-27,136
2760,C02760,2025-10-01,35
2761,C02761,2025-08-16,365
2762,C02762,2025-11-12,145
2763,C02763,2025-06-28,174
2764,C02764,2025-03-09,75
2765,C02765,2025-06-24,136
2766,C02766,2025-03-18,122
2767,C02767,2025-08-23,32
2768,C02768,2025-04-24,41
2769,C02769,2025-10-05,268
2770,C02770,2025-03-31,75
2771,C02771,2025-07-28,64
2772,C02772,2025-02-23,142
2773,C02773,2025-01-12,232
2774,C02774,2025-11-08,30
2775,C02775,2025-07-25,162
2776,C02776,2025-05-21,45
2777,C02777,2025-02-25,30
2778,C02778,2025-07-02,30
2779,C02779,2025-07-23,266
2780,C02780,2025-04-20,45
2781,C02781,2025-05-28,30
2782,C02782,2025-03-13,124
2783,C02783,2025-07-22,272
2784,C02784,2025-05-06,81
2785,C02785,2025-10-04,120
2786,C02786,2025-05-04,30
2787,C02787,2025-05-01,127
2788,C02788,2025-04-21,163
2789,C02789,2025-07-25,161
2790,C02790,2025-09-18,98
2791,C02791,2025-02-20,94
2792,C02792,2025-03-01,42
2793,C02793,2025-06-30,106
2794,C02794,2025-03-30,40
2795,C02795,2025-04-29,231
2796,C02796,2025-05-27,365
2797,C02797,2025-06-23,365
2798,C02798,2025-06-06,286
2799,C02799,2025-10-30,170
2800,C02800,2025-10-23,204
2801,C02801,2025-01-30,86
2802,C02802,2025-01-23,179
2803,C02803,2025-09-19,129
2804,C02804,2025-02-27,136
2805,C02805,2025-06-10,227
2806,C02806,2025-07-06,86
2807,C02807,2025-03-05,94
2808,C02808,2025-01-12,339
2809,C02809,2025-08-17,30
2810,C02810,2025-07-17,137
2811,C02811,2025-03-07,326
2812,C02812,2025-02-17,173
2813,C02813,2025-05-05,153
2814,C02814,2025-03-06,78
2815,C02815,2025-09-28,101
2816,C02816,2025-03-30,277
2817,C02817,2025-06-30,157
2818,C02818,2025-10-17,145
2819,C02819,2025-05-16,40
2820,C02820,2025-07-08,30
2821,C02821,2025-08-01,365
2822,C02822,2025-12-02,109
2823,C02823,2025-03-31,170
2824,C02824,2025-07-28,34
2825,C02825,2025-05-26,197
2826,C02826,2025-09-27,348
2827,C02827,2025-11-29,162
2828,C02828,2025-02-03,47
2829,C02829,2025-02-12,164
2830,C02830,2025-07-13,231
2831,C02831,2025-05-26,116
2832,C02832,2025-11-12,296
2833,C02833,2025-04-20,185
2834,C02834,2025-01-24,313
2835,C02835,2025-08-08,177
2836,C02836,2025-02-04,48
2837,C02837,2025-07-14,92
2838,C02838,2025-10-25,66
2839,C02839,2025-03-26,322
2840,C02840,2025-01-04,228
2841,C02841,2025-05-10,195
2842,C02842,2025-05-07,90
2843,C02843,2025-08-10,62
2844,C02844,2025-04-22,226
2845,C02845,2025-07-22,134
2846,C02846,2025-03-27,72
2847,C02847,2025-04-28,175
2848,C02848,2025-09-03,30
2849,C02849,2025-10-18,96
2850,C02850,2025-10-26,132
2851,C02851,2025-07-14,53
2852,C02852,2025-08-25,365
2853,C02853,2025-01-09,68
2854,C02854,2025-05-27,48
2855,C02855,2025-10-29,67
2856,C02856,2025-07-09,232
2857,C02857,2025-11-03,121
2858,C02858,2025-01-03,159
2859,C02859,2025-09-10,30
2860,C02860,2025-02-25,30
2861,C02861,2025-03-08,126
2862,C02862,2025-07-02,256
2863,C02863,2025-08-23,301
2864,C02864,2025-05-02,36
2865,C02865,2025-07-06,151
2866,C02866,2025-09-11,326
2867,C02867,2025-08-15,112
2868,C02868,2025-03-03,263
2869,C02869,2025-05-16,49
2870,C02870,2025-02-22,352
2871,C02871,2025-06-13,224
2872,C02872,2025-01-10,360
2873,C02873,2025-05-11,195
2874,C02874,2025-10-01,105
2875,C02875,2025-09-21,356
2876,C02876,2025-03-27,84
2877,C02877,2025-08-01,98
2878,C02878,2025-08-04,204
2879,C02879,2025-03-03,230
2880,C02880,2025-08-05,344
2881,C02881,2025-01-20,67
2882,C02882,2025-06-22,246
2883,C02883,2025-02-20,218
2884,C02884,2025-03-13,30
2885,C02885,2025-01-17,111
2886,C02886,2025-06-25,86
2887,C02887,2025-01-29,91
2888,C02888,2025-09-05,365
2889,C02889,2025-07-14,183
2890,C02890,2025-05-14,210
2891,C02891,2025-01-28,365
2892,C02892,2025-04-20,109
2893,C02893,2025-01-03,248
2894,C02894,2025-04-25,123
2895,C02895,2025-10-23,289
2896,C02896,2025-05-21,61
2897,C02897,2025-09-26,365
2898,C02898,2025-03-14,70
2899,C02899,2025-12-01,96
2900,C02900,2025-07-31,226
2901,C02901,2025-08-15,113
2902,C02902,2025-09-08,172
2903,C02903,2025-08-05,126
2904,C02904,2025-07-29,220
2905,C02905,2025-03-23,73
2906,C02906,2025-06-03,30
2907,C02907,2025-11-17,90
2908,C02908,2025-10-02,134
2909,C02909,2025-06-28,58
2910,C02910,2025-03-10,103
2911,C02911,2025-10-29,115
2912,C02912,2025-03-11,30
2913,C02913,2025-09-30,164
2914,C02914,2025-10-14,300
2915,C02915,2025-03-23,54
2916,C02916,2025-07-07,169
2917,C02917,2025-01-12,190
2918,C02918,2025-02-02,119
2919,C02919,2025-03-02,204
2920,C02920,2025-06-14,117
2921,C02921,2025-05-16,142
2922,C02922,2025-01-13,30
2923,C02923,2025-10-29,200
2924,C02924,2025-05-01,189
2925,C02925,2025-09-29,30
2926,C02926,2025-11-25,107
2927,C02927,2025-02-05,365
2928,C02928,2025-01-05,120
2929,C02929,2025-09-18,141
2930,C02930,2025-06-12,323
2931,C02931,2025-10-17,210
2932,C02932,2025-11-18,164
2933,C02933,2025-07-09,246
2934,C02934,2025-11-07,285
2935,C02935,2025-01-29,129
2936,C02936,2025-09-01,134
2937,C02937,2025-04-15,111
2938,C02938,2025-11-12,365
2939,C02939,2025-01-30,202
2940,C02940,2025-10-26,35
2941,C02941,2025-03-02,284
2942,C02942,2025-06-29,135
2943,C02943,2025-06-07,30
2944,C02944,2025-07-24,154
2945,C02945,2025-01-26,119
2946,C02946,2025-11-05,295
2947,C02947,2025-03-18,67
2948,C02948,2025-09-18,261
2949,C02949,2025-09-27,157
2950,C02950,2025-05-23,30
2951,C02951,2025-06-24,365
2952,C02952,2025-03-21,144
2953,C02953,2025-09-22,88
2954,C02954,2025-09-07,132
2955,C02955,2025-03-16,281
2956,C02956,2025-05-03,91
2957,C02957,2025-07-03,64
2958,C02958,2025-05-07,48
2959,C02959,2025-10-03,90
2960,C02960,2025-03-10,237
2961,C02961,2025-03-16,133
2962,C02962,2025-04-29,72
2963,C02963,2025-02-23,57
2964,C02964,2025-07-20,98
2965,C02965,2025-09-01,358
2966,C02966,2025-08-16,100
2967,C02967,2025-04-06,365
2968,C02968,2025-07-14,137
2969,C02969,2025-02-15,61
2970,C02970,2025-04-10,306
2971,C02971,2025-01-25,130
2972,C02972,2025-06-09,207
2973,C02973,2025-07-15,365
2974,C02974,2025-05-28,30
2975,C02975,2025-10-15,39
2976,C02976,2025-02-04,211
2977,C02977,2025-05-27,86
2978,C02978,2025-07-20,62
2979,C02979,2025-10-21,30
2980,C02980,2025-09-04,30
2981,C02981,2025-02-11,234
2982,C02982,2025-04-02,49
2983,C02983,2025-05-25,132
2984,C02984,2025-01-19,171
2985,C02985,2025-08-19,122
2986,C02986,2025-01-27,30
2987,C02987,2025-04-14,239
2988,C02988,2025-03-13,30
2989,C02989,2025-10-27,229
2990,C02990,2025-02-01,307
2991,C02991,2025-10-23,123
2992,C02992,2025-11-16,150
2993,C02993,2025-03-01,134
2994,C02994,2025-01-30,112
2995,C02995,2025-10-05,303
2996,C02996,2025-06-03,308
2997,C02997,2025-10-23,99
2998,C02998,2025-10-25,174
2999,C02999,2025-05-25,341
3000,C03000,2026-01-01,365
3001,C03001,2026-01-01,175
3002,C03002,2026-01-01,365
3003,C03003,2026-01-01,44
3004,C03004,2026-01-01,355
3005,C03005,2026-01-01,74
3006,C03006,2026-01-01,200
3007,C03007,2026-01-01,171
3008,C03008,2026-01-01,224
3009,C03009,2026-01-01,199
3010,C03010,2026-01-01,125
3011,C03011,2026-01-01,131
3012,C03012,2026-01-01,134
3013,C03013,2026-01-01,264
3014,C03014,2026-01-02,33
3015,C03015,2026-01-02,105
3016,C03016,2026-01-02,249
3017,C03017,2026-01-02,30
3018,C03018,2026-01-02,258
3019,C03019,2026-01-03,161
3020,C03020,2026-01-03,30
3021,C03021,2026-01-03,71
3022,C03022,2026-01-03,243
3023,C03023,2026-01-03,226
3024,C03024,2026-01-03,365
3025,C03025,2026-01-03,137
3026,C03026,2026-01-03,67
3027,C03027,2026-01-04,78
3028,C03028,2026-01-04,111
3029,C03029,2026-01-04,322
3030,C03030,2026-01-04,113
3031,C03031,2026-01-04,93
3032,C03032,2026-01-04,54
3033,C03033,2026-01-04,235
3034,C03034,2026-01-05,30
3035,C03035,2026-01-05,56
3036,C03036,2026-01-06,119
3037,C03037,2026-01-06,97
3038,C03038,2026-01-06,186
3039,C03039,2026-01-06,117
3040,C03040,2026-01-06,194
3041,C03041,2026-01-06,105
3042,C03042,2026-01-06,223
3043,C03043,2026-01-07,365
3044,C03044,2026-01-07,244
3045,C03045,2026-01-07,108
3046,C03046,2026-01-07,170
3047,C03047,2026-01-07,78
3048,C03048,2026-01-08,300
3049,C03049,2026-01-08,230
3050,C03050,2026-01-08,365
3051,C03051,2026-01-08,319
3052,C03052,2026-01-08,134
3053,C03053,2026-01-08,53
3054,C03054,2026-01-08,171
3055,C03055,2026-01-09,97
3056,C03056,2026-01-09,257
3057,C03057,2026-01-09,334
3058,C03058,2026-01-09,192
3059,C03059,2026-01-09,112
3060,C03060,2026-01-09,65
3061,C03061,2026-01-10,265
3062,C03062,2026-01-10,181
3063,C03063,2026-01-10,74
3064,C03064,2026-01-10,146
3065,C03065,2026-01-10,239
3066,C03066,2026-01-10,139
3067,C03067,2026-01-10,365
3068,C03068,2026-01-10,157
3069,C03069,2026-01-10,211
3070,C03070,2026-01-10,44
3071,C03071,2026-01-10,152
3072,C03072,2026-01-10,115
3073,C03073,2026-01-10,36
3074,C03074,2026-01-11,32
3075,C03075,2026-01-11,220
3076,C03076,2026-01-11,165
3077,C03077,2026-01-11,365
3078,C03078,2026-01-12,156
3079,C03079,2026-01-12,154
3080,C03080,2026-01-12,101
3081,C03081,2026-01-12,258
3082,C03082,2026-01-12,142
3083,C03083,2026-01-12,135
3084,C03084,2026-01-12,156
3085,C03085,2026-01-13,53
3086,C03086,2026-01-13,82
3087,C03087,2026-01-13,150
3088,C03088,2026-01-13,86
3089,C03089,2026-01-13,246
3090,C03090,2026-01-13,269
3091,C03091,2026-01-13,97
3092,C03092,2026-01-13,299
3093,C03093,2026-01-13,292
3094,C03094,2026-01-14,117
3095,C03095,2026-01-14,64
3096,C03096,2026-01-14,365
3097,C03097,2026-01-14,117
3098,C03098,2026-01-14,173
3099,C03099,2026-01-14,134
3100,C03100,2026-01-14,107
3101,C03101,2026-01-15,199
3102,C03102,2026-01-15,258
3103,C03103,2026-01-15,93
3104,C03104,2026-01-15,155
3105,C03105,2026-01-15,30
3106,C03106,2026-01-15,60
3107,C03107,2026-01-15,157
3108,C03108,2026-01-15,82
3109,C03109,2026-01-15,129
3110,C03110,2026-01-15,165
3111,C03111,2026-01-16,209
3112,C03112,2026-01-16,43
3113,C03113,2026-01-16,114
3114,C03114,2026-01-16,115
3115,C03115,2026-01-16,188
3116,C03116,2026-01-17,260
3117,C03117,2026-01-17,152
3118,C03118,2026-01-17,193
3119,C03119,2026-01-17,71
3120,C03120,2026-01-17,145
3121,C03121,2026-01-17,168
3122,C03122,2026-01-18,141
3123,C03123,2026-01-18,79
3124,C03124,2026-01-18,189
3125,C03125,2026-01-18,365
3126,C03126,2026-01-18,119
3127,C03127,2026-01-19,136
3128,C03128,2026-01-19,246
3129,C03129,2026-01-19,365
3130,C03130,2026-01-19,140
3131,C03131,2026-01-19,77
3132,C03132,2026-01-19,59
3133,C03133,2026-01-19,30
3134,C03134,2026-01-20,210
3135,C03135,2026-01-20,365
3136,C03136,2026-01-20,30
3137,C03137,2026-01-20,30
3138,C03138,2026-01-20,58
3139,C03139,2026-01-20,30
3140,C03140,2026-01-20,142
3141,C03141,2026-01-20,121
3142,C03142,2026-01-20,336
3143,C03143,2026-01-20,54
3144,C03144,2026-01-20,52
3145,C03145,2026-01-20,30
3146,C03146,2026-01-20,71
3147,C03147,2026-01-21,119
3148,C03148,2026-01-21,192
3149,C03149,2026-01-21,365
3150,C03150,2026-01-21,365
3151,C03151,2026-01-21,73
3152,C03152,2026-01-21,78
3153,C03153,2026-01-22,99
3154,C03154,2026-01-22,30
3155,C03155,2026-01-22,111
3156,C03156,2026-01-22,122
3157,C03157,2026-01-22,190
3158,C03158,2026-01-22,61
3159,C03159,2026-01-22,83
3160,C03160,2026-01-22,30
3161,C03161,2026-01-22,51
3162,C03162,2026-01-23,223
3163,C03163,2026-01-23,101
3164,C03164,2026-01-23,61
3165,C03165,2026-01-23,141
3166,C03166,2026-01-23,205
3167,C03167,2026-01-23,113
3168,C03168,2026-01-23,305
3169,C03169,2026-01-23,54
3170,C03170,2026-01-24,165
3171,C03171,2026-01-24,63
3172,C03172,2026-01-24,68
3173,C03173,2026-01-24,156
3174,C03174,2026-01-24,160
3175,C03175,2026-01-24,276
3176,C03176,2026-01-24,233
3177,C03177,2026-01-24,44
3178,C03178,2026-01-24,145
3179,C03179,2026-01-25,30
3180,C03180,2026-01-25,137
3181,C03181,2026-01-25,250
3182,C03182,2026-01-25,31
3183,C03183,2026-01-25,164
3184,C03184,2026-01-25,45
3185,C03185,2026-01-25,250
3186,C03186,2026-01-25,61
3187,C03187,2026-01-26,129
3188,C03188,2026-01-26,286
3189,C03189,2026-01-26,46
3190,C03190,2026-01-26,115
3191,C03191,2026-01-26,163
3192,C03192,2026-01-26,340
3193,C03193,2026-01-26,117
3194,C03194,2026-01-26,68
3195,C03195,2026-01-26,103
3196,C03196,2026-01-26,365
3197,C03197,2026-01-27,365
3198,C03198,2026-01-27,175
3199,C03199,2026-01-27,30
3200,C03200,2026-01-27,162
3201,C03201,2026-01-27,72
3202,C03202,2026-01-27,31
3203,C03203,2026-01-27,365
3204,C03204,2026-01-27,33
3205,C03205,2026-01-27,66
3206,C03206,2026-01-28,82
3207,C03207,2026-01-28,57
3208,C03208,2026-01-28,31
3209,C03209,2026-01-28,86
3210,C03210,2026-01-28,202
3211,C03211,2026-01-28,134
3212,C03212,2026-01-29,102
3213,C03213,2026-01-29,107
3214,C03214,2026-01-29,120
3215,C03215,2026-01-29,66
3216,C03216,2026-01-29,365
3217,C03217,2026-01-29,31
3218,C03218,2026-01-29,118
3219,C03219,2026-01-29,42
3220,C03220,2026-01-29,30
3221,C03221,2026-01-29,65
3222,C03222,2026-01-29,162
3223,C03223,2026-01-30,129
3224,C03224,2026-01-30,35
3225,C03225,2026-01-30,115
3226,C03226,2026-01-30,173
3227,C03227,2026-01-31,155
3228,C03228,2026-01-31,45
3229,C03229,2026-01-31,67
3230,C03230,2026-01-31,30
3231,C03231,2026-01-31,162
3232,C03232,2026-01-31,266
3233,C03233,2026-01-31,223
3234,C03234,2026-01-31,65
3235,C03235,2026-02-01,163
3236,C03236,2026-02-01,107
3237,C03237,2026-02-01,51
3238,C03238,2026-02-01,103
3239,C03239,2026-02-01,67
3240,C03240,2026-02-01,171
3241,C03241,2026-02-01,99
3242,C03242,2026-02-01,205
3243,C03243,2026-02-01,218
3244,C03244,2026-02-02,40
3245,C03245,2026-02-02,36
3246,C03246,2026-02-02,158
3247,C03247,2026-02-02,58
3248,C03248,2026-02-02,103
3249,C03249,2026-02-02,30
3250,C03250,2026-02-03,365
3251,C03251,2026-02-03,365
3252,C03252,2026-02-03,65
3253,C03253,2026-02-03,135
3254,C03254,2026-02-03,30
3255,C03255,2026-02-03,61
3256,C03256,2026-02-03,65
3257,C03257,2026-02-04,309
3258,C03258,2026-02-04,63
3259,C03259,2026-02-04,164
3260,C03260,2026-02-04,142
3261,C03261,2026-02-04,35
3262,C03262,2026-02-05,220
3263,C03263,2026-02-05,39
3264,C03264,2026-02-05,226
3265,C03265,2026-02-05,99
3266,C03266,2026-02-05,161
3267,C03267,2026-02-05,330
3268,C03268,2026-02-06,56
3269,C03269,2026-02-06,194
3270,C03270,2026-02-06,168
3271,C03271,2026-02-06,86
3272,C03272,2026-02-07,46
3273,C03273,2026-02-07,165
3274,C03274,2026-02-07,30
3275,C03275,2026-02-07,168
3276,C03276,2026-02-07,276
3277,C03277,2026-02-07,164
3278,C03278,2026-02-08,365
3279,C03279,2026-02-08,87
3280,C03280,2026-02-08,158
3281,C03281,2026-02-08,68
3282,C03282,2026-02-08,93
3283,C03283,2026-02-08,205
3284,C03284,2026-02-08,30
3285,C03285,2026-02-08,119
3286,C03286,2026-02-08,350
3287,C03287,2026-02-09,119
3288,C03288,2026-02-09,169
3289,C03289,2026-02-09,200
3290,C03290,2026-02-09,100
3291,C03291,2026-02-09,66
3292,C03292,2026-02-10,174
3293,C03293,2026-02-10,111
3294,C03294,2026-02-10,102
3295,C03295,2026-02-10,87
3296,C03296,2026-02-10,126
3297,C03297,2026-02-10,30
3298,C03298,2026-02-11,99
3299,C03299,2026-02-11,30
3300,C03300,2026-02-11,164
3301,C03301,2026-02-11,210
3302,C03302,2026-02-11,202
3303,C03303,2026-02-11,243
3304,C03304,2026-02-11,93
3305,C03305,2026-02-11,35
3306,C03306,2026-02-12,46
3307,C03307,2026-02-12,312
3308,C03308,2026-02-12,178
3309,C03309,2026-02-12,219
3310,C03310,2026-02-12,58
3311,C03311,2026-02-12,236
3312,C03312,2026-02-12,112
3313,C03313,2026-02-12,30
3314,C03314,2026-02-13,108
3315,C03315,2026-02-13,30
3316,C03316,2026-02-13,249
3317,C03317,2026-02-13,68
3318,C03318,2026-02-13,348
3319,C03319,2026-02-13,365
3320,C03320,2026-02-13,30
3321,C03321,2026-02-13,223
3322,C03322,2026-02-13,169
3323,C03323,2026-02-13,119
3324,C03324,2026-02-14,30
3325,C03325,2026-02-14,234
3326,C03326,2026-02-14,30
3327,C03327,2026-02-15,30
3328,C03328,2026-02-15,168
3329,C03329,2026-02-15,129
3330,C03330,2026-02-15,72
3331,C03331,2026-02-15,63
3332,C03332,2026-02-15,292
3333,C03333,2026-02-16,114
3334,C03334,2026-02-16,58
3335,C03335,2026-02-16,249
3336,C03336,2026-02-16,352
3337,C03337,2026-02-17,107
3338,C03338,2026-02-17,251
3339,C03339,2026-02-17,165
3340,C03340,2026-02-17,154
3341,C03341,2026-02-17,330
3342,C03342,2026-02-17,216
3343,C03343,2026-02-18,107
3344,C03344,2026-02-18,46
3345,C03345,2026-02-18,49
3346,C03346,2026-02-18,172
3347,C03347,2026-02-18,30
3348,C03348,2026-02-18,44
3349,C03349,2026-02-18,41
3350,C03350,2026-02-18,88
3351,C03351,2026-02-18,142
3352,C03352,2026-02-18,237
3353,C03353,2026-02-19,281
3354,C03354,2026-02-19,157
3355,C03355,2026-02-19,258
3356,C03356,2026-02-19,365
3357,C03357,2026-02-19,185
3358,C03358,2026-02-19,310
3359,C03359,2026-02-19,30
3360,C03360,2026-02-19,51
3361,C03361,2026-02-19,365
3362,C03362,2026-02-19,161
3363,C03363,2026-02-19,123
3364,C03364,2026-02-19,80
3365,C03365,2026-02-19,84
3366,C03366,2026-02-20,120
3367,C03367,2026-02-20,237
3368,C03368,2026-02-20,177
3369,C03369,2026-02-20,299
3370,C03370,2026-02-20,365
3371,C03371,2026-02-20,122
3372,C03372,2026-02-20,98
3373,C03373,2026-02-21,213
3374,C03374,2026-02-21,30
3375,C03375,2026-02-21,71
3376,C03376,2026-02-21,76
3377,C03377,2026-02-21,36
3378,C03378,2026-02-21,30
3379,C03379,2026-02-21,281
3380,C03380,2026-02-22,179
3381,C03381,2026-02-22,113
3382,C03382,2026-02-22,72
3383,C03383,2026-02-22,47
3384,C03384,2026-02-23,149
3385,C03385,2026-02-23,134
3386,C03386,2026-02-23,77
3387,C03387,2026-02-23,168
3388,C03388,2026-02-23,99
3389,C03389,2026-02-23,88
3390,C03390,2026-02-24,74
3391,C03391,2026-02-24,30
3392,C03392,2026-02-24,39
3393,C03393,2026-02-24,311
3394,C03394,2026-02-24,214
3395,C03395,2026-02-25,344
3396,C03396,2026-02-25,246
3397,C03397,2026-02-25,243
3398,C03398,2026-02-25,30
3399,C03399,2026-02-25,131
3400,C03400,2026-02-25,234
3401,C03401,2026-02-25,223
3402,C03402,2026-02-25,123
3403,C03403,2026-02-25,250
3404,C03404,2026-02-25,109
3405,C03405,2026-02-25,52
3406,C03406,2026-02-25,161
3407,C03407,2026-02-26,30
3408,C03408,2026-02-26,174
3409,C03409,2026-02-26,340
3410,C03410,2026-02-26,126
3411,C03411,2026-02-26,30
3412,C03412,2026-02-26,43
3413,C03413,2026-02-26,310
3414,C03414,2026-02-27,278
3415,C03415,2026-02-27,177
3416,C03416,2026-02-27,157
3417,C03417,2026-02-28,30
3418,C03418,2026-02-28,365
3419,C03419,2026-02-28,137
3420,C03420,2026-02-28,298
3421,C03421,2026-02-28,172
3422,C03422,2026-02-28,77
3423,C03423,2026-03-01,34
3424,C03424,2026-03-01,277
3425,C03425,2026-03-01,111
3426,C03426,2026-03-01,168
3427,C03427,2026-03-02,171
3428,C03428,2026-03-02,200
3429,C03429,2026-03-02,162
3430,C03430,2026-03-02,115
3431,C03431,2026-03-02,234
3432,C03432,2026-03-02,80
3433,C03433,2026-03-02,80
3434,C03434,2026-03-02,92
3435,C03435,2026-03-02,62
3436,C03436,2026-03-02,365
3437,C03437,2026-03-03,116
3438,C03438,2026-03-03,250
3439,C03439,2026-03-03,55
3440,C03440,2026-03-03,153
3441,C03441,2026-03-03,109
3442,C03442,2026-03-03,204
3443,C03443,2026-03-03,142
3444,C03444,2026-03-03,146
3445,C03445,2026-03-03,178
3446,C03446,2026-03-03,170
3447,C03447,2026-03-03,240
3448,C03448,2026-03-03,66
3449,C03449,2026-03-03,115
3450,C03450,2026-03-03,72
3451,C03451,2026-03-04,116
3452,C03452,2026-03-04,327
3453,C03453,2026-03-04,30
3454,C03454,2026-03-04,341
3455,C03455,2026-03-04,124
3456,C03456,2026-03-04,235
3457,C03457,2026-03-04,46
3458,C03458,2026-03-05,99
3459,C03459,2026-03-05,147
3460,C03460,2026-03-05,365
3461,C03461,2026-03-05,209
3462,C03462,2026-03-05,152
3463,C03463,2026-03-05,33
3464,C03464,2026-03-05,110
3465,C03465,2026-03-05,71
3466,C03466,2026-03-06,61
3467,C03467,2026-03-06,162
3468,C03468,2026-03-06,297
3469,C03469,2026-03-06,223
3470,C03470,2026-03-06,115
3471,C03471,2026-03-06,30
3472,C03472,2026-03-06,230
3473,C03473,2026-03-06,206
3474,C03474,2026-03-07,58
3475,C03475,2026-03-07,172
3476,C03476,2026-03-07,88
3477,C03477,2026-03-08,100
3478,C03478,2026-03-08,31
3479,C03479,2026-03-08,267
3480,C03480,2026-03-08,365
3481,C03481,2026-03-08,141
3482,C03482,2026-03-09,40
3483,C03483,2026-03-09,266
3484,C03484,2026-03-09,89
3485,C03485,2026-03-09,365
3486,C03486,2026-03-09,204
3487,C03487,2026-03-09,334
3488,C03488,2026-03-10,196
3489,C03489,2026-03-10,189
3490,C03490,2026-03-10,170
3491,C03491,2026-03-10,348
3492,C03492,2026-03-10,185
3493,C03493,2026-03-10,139
3494,C03494,2026-03-11,102
3495,C03495,2026-03-11,200
3496,C03496,2026-03-11,365
3497,C03497,2026-03-11,76
3498,C03498,2026-03-11,32
3499,C03499,2026-03-11,223
3500,C03500,2026-03-11,222
3501,C03501,2026-03-11,134
3502,C03502,2026-03-11,153
3503,C03503,2026-03-12,365
3504,C03504,2026-03-12,359
3505,C03505,2026-03-12,130
3506,C03506,2026-03-12,110
3507,C03507,2026-03-12,300
3508,C03508,2026-03-12,193
3509,C03509,2026-03-12,100
3510,C03510,2026-03-12,165
3511,C03511,2026-03-12,142
3512,C03512,2026-03-12,230
3513,C03513,2026-03-12,152
3514,C03514,2026-03-13,165
3515,C03515,2026-03-13,94
3516,C03516,2026-03-13,105
3517,C03517,2026-03-13,152
3518,C03518,2026-03-13,158
3519,C03519,2026-03-13,103
3520,C03520,2026-03-14,134
3521,C03521,2026-03-14,165
3522,C03522,2026-03-14,30
3523,C03523,2026-03-14,150
3524,C03524,2026-03-14,61
3525,C03525,2026-03-14,165
3526,C03526,2026-03-14,30
3527,C03527,2026-03-14,30
3528,C03528,2026-03-14,176
3529,C03529,2026-03-15,94
3530,C03530,2026-03-15,65
3531,C03531,2026-03-15,30
3532,C03532,2026-03-15,365
3533,C03533,2026-03-15,168
3534,C03534,2026-03-16,30
3535,C03535,2026-03-16,92
3536,C03536,2026-03-16,31
3537,C03537,2026-03-16,87
3538,C03538,2026-03-16,365
3539,C03539,2026-03-16,30
3540,C03540,2026-03-17,65
3541,C03541,2026-03-17,35
3542,C03542,2026-03-17,116
3543,C03543,2026-03-17,351
3544,C03544,2026-03-17,34
3545,C03545,2026-03-17,305
3546,C03546,2026-03-17,99
3547,C03547,2026-03-17,100
3548,C03548,2026-03-17,81
3549,C03549,2026-03-17,265
3550,C03550,2026-03-17,88
3551,C03551,2026-03-17,136
3552,C03552,2026-03-17,365
3553,C03553,2026-03-17,172
